fen,best
8/1Q6/1P3p2/1k6/5q1K/8/8/8 w - - 1 64,h4h5
r5k1/ppp2ppp/6r1/2q5/4PPb1/2PB3P/PP4P1/R2Q1R1K w - - 3 18,h3g4
1r3r1k/p1pb2pp/2nb1q2/1Q3PN1/4pPPP/8/PPPB4/2KR1B1R w - - 1 17,b5c4
r1b1r1k1/1pqn1pbp/p5p1/8/3Np1n1/1NP1B3/PPB2PPP/R1Q2RK1 w - - 4 16,h2h3
r7/P1p5/2p5/6p1/5p1k/5K2/1PP5/R7 b - - 8 43,c6c5
1rbq1b1r/ppNk1ppp/2nP4/4p3/6Q1/B1P5/5PPP/R3K1NR b KQ - 0 16,f7f5
r1bqk2r/p2nbppp/2N2n2/3p4/8/8/PPPPQPPP/RNB1K2R b KQkq - 0 9,d8c7
r3kb1r/1b3pp1/p1p1p3/1p1Pq2p/4P1n1/2N4P/PP1BBPP1/2RQ1RK1 w kq - 0 15,e2f3
5r2/p6R/1pkp4/2pR4/1PP1pP2/P3r3/3K4/8 b - - 1 31,e3a3
5rk1/ppp2rpp/2nb4/3q4/6Q1/2BP1N2/PPP3PP/R5K1 b - - 8 17,f7f4
r3r1k1/2p3p1/p3Pp1p/1p1q4/1P1P1n2/2B5/PP3PPP/R2QR1K1 w - - 5 21,e6e7
N5k1/1p4p1/1B1pb1qp/3Qp3/8/1P3N2/1Pr3PP/5RK1 w - - 2 28,d5b7
3k3r/p2Pbppp/4N3/8/2Q2B2/5q2/PPK5/8 b - - 0 25,f7e6
r1bq1r2/p3bNp1/1pn1p2k/4P2P/6Q1/2N1n3/PP3PP1/R3K2R b KQ - 0 16,f8f7
r2q3r/p2bk3/1pnp1p1p/4b1pB/4Pp2/1QP4P/PP1B2P1/2KRN2R b - - 3 18,a8c8
1rr3k1/3Q4/p3p3/P7/1P6/6Pn/1P4PP/5RqK w - - 8 39,f1g1
5Rk1/1br2p2/pq5p/1p2B1p1/6B1/4P2P/3Q1PPK/8 b - - 0 38,g8f8
8/1p4b1/3Q2pk/3P2q1/3p3p/3B3P/P5P1/7K b - - 0 38,g5e3
kQ1r4/pp3p2/N7/8/2p4q/7P/P1P3P1/7K b - - 10 37,d8b8
r2qk1nr/ppp2ppp/2np4/2b1p3/2B1P3/2NP1Q1P/PPP2PP1/R1B2RK1 b kq - 0 8,c6d4
2k3nr/1pp2ppp/p3q3/3N4/4PB2/5P1P/PPP2P1K/3R1R2 b - - 0 17,c7c6
6R1/5p1P/3p4/3P1k2/7K/8/8/r7 w - - 7 52,h4h5
r1bq1r2/pp2bp2/5kpQ/3p4/3p4/3B4/PPPB1PPP/4R1K1 b - - 5 17,f8h8
3r2R1/pp6/1r5k/7P/8/2Pn4/PP6/2KB2R1 w - - 5 36,c1c2
r3kr2/1b1n1pQ1/2qPRp1p/8/8/2N5/PPP3PP/2KR4 b q - 0 23,f7e6
1rQRk2r/pp3ppp/2p1p1b1/8/8/8/PPq3PP/5R1K b k - 0 19,e8e7
5r1k/8/6R1/2Rp2Np/3P1P1P/3P2PK/8/q7 w - - 1 41,c5c7
r4rk1/1bq2pp1/pn1bpn1p/1p1p3N/3P4/PPPQ1N1P/2B2PP1/R1B2RK1 b - - 4 17,f6h5
rn2kb1r/pp2pppp/2p5/4q3/2P3n1/8/PP1PNPPP/RNBQK2R w KQkq - 0 9,e1g1
r4r2/p3b1Qp/2pkP3/3n4/3P4/8/PP2KPPq/RN6 b - - 0 18,e7f6
3rr2k/5RBp/3p1p2/1Pb1pN2/4n3/8/5PPP/5RK1 b - - 2 25,h8g8
4r3/pk3p2/8/P5p1/8/3Q4/P4pP1/3RqK2 w - - 4 35,d1e1
r3k1r1/1pp1np1p/2bb4/3p4/1p1B2q1/3PP3/P1P1NPPP/RN1Q1RK1 w q - 1 13,f2f4
5N1R/3R4/2k2p2/p2p4/3Kp1P1/5r2/5P2/8 w - - 9 59,h8h7
2rn1k1r/1b3pp1/pQ1p4/3P4/2P5/5NqP/PP4P1/3R1R1K b - - 3 23,c8c4
5qk1/p7/6Q1/7p/1P3p2/P6P/4RPP1/2rr1NK1 b - - 6 35,f8g7
2kr4/ppp3pp/8/4p3/4P3/2P5/PPn2PPP/2R3K1 w - - 0 19,c1c2
r4rk1/p1Q1R1p1/1p1p3p/8/2PP1n2/2B3Pq/PP5K/4RN2 w - - 2 27,h2g1
3r1rk1/pp1R1ppb/n1p1B2p/4P2P/6Q1/6N1/Pq3PP1/5K1R b - - 4 23,f7e6
6k1/ppp2ppp/8/8/3P4/P4PPb/3Bq2P/R5KR w - - 1 23,a1e1
2k2br1/pp3Npp/2n2n2/1N2Bb2/2P5/8/PP2BPPP/3R2K1 b - - 0 16,c6e5
r1b2rk1/1p2bppp/pqn5/3p2B1/1P4n1/N1PB1P2/P2N2PP/R2QK2R w KQ - 3 14,g5e7
r2q1b1r/pp2kppp/5n2/1Bpp2B1/8/5P1P/PPP1QP2/R3K2R b KQ - 3 13,e7d6
r1b2r1k/pp1p2bp/2n2q2/2P2pN1/2Q1p3/8/PPPB1PPP/R3KB1R w KQ - 2 13,e1c1
r2qn1nk/p2b3p/1p1p4/2pP4/1PP1PN1b/P1NB1P2/6QP/6RK b - - 2 22,d8f6
5R1k/6b1/pp1N2Qp/8/3p4/P2P3P/2r1q1P1/7K b - - 2 35,g7f8
q4rk1/p3npbp/8/6p1/2pP4/2N1B1Pb/PP3P1P/R2Q1RK1 w - - 0 18,f1e1
8/3R2p1/2P4k/5p2/7K/5r1P/8/8 w - - 2 35,c6c7
2k5/p1p2pQp/2p1b3/8/8/2P1B1K1/P4PPP/3q4 w - - 7 27,g7h7
5rQk/6p1/5bPN/2p2P2/1p2P2P/1P6/4K3/7r b - - 2 35,f8g8
k1Q2r2/pp6/1r2p3/2Rp3P/3P4/2P5/PP2q3/1K5R b - - 6 32,f8c8
r4bnr/pppk2p1/3p1P2/4p3/3PP1pq/5P2/PPP4P/RNBQ1RK1 w - - 0 13,f6f7
2r2r2/ppp4R/3p1kp1/3Pnp2/2P3PP/8/PP2B3/5RK1 b - - 0 28,f8h8
6r1/pR6/3k4/2ppp3/5P2/2PB1KP1/PP4P1/3n4 w - - 0 33,d3e2
2k3r1/1b3p1Q/p3P3/1p2P1q1/2pP4/2P5/R6K/5R2 w - - 1 31,e6f7
5r2/R4p2/3p1kpp/2p1b3/2B1b2P/1P2N3/4K3/8 b - - 4 35,f8b8
r4rk1/p1pn1pb1/3ppq1p/6N1/3P1Bn1/2P1P3/PPQN1PP1/R3K2R b KQ - 5 16,h6g5
6k1/pp1r2pp/5p2/2p4Q/2P5/2n1q1P1/P6P/B4R1K b - - 1 34,c3e4
k4r2/pp1Q4/2p4p/8/2pP4/4q1P1/PP3R1P/2R1K3 w - - 0 31,f2e2
1b4k1/1p5p/p1q1p1p1/8/3P4/P2QPRP1/1Pr4P/4BK2 w - - 3 29,f3f2
1n3r1k/2N2ppp/8/2Q1p3/1P1rP3/8/P1P2PPP/3q1RK1 b - - 2 20,d1h5
3r2k1/5ppp/pB6/8/4P3/2P2qPb/P1Q1R2P/6K1 w - - 0 29,b6d8
rnb2r2/1pq2pkp/p2ppp1N/8/6B1/5Q2/P1P2PPP/1R2R1K1 b - - 3 17,g7h6
r1b2rk1/4bppp/pq2p3/8/4Q3/3B4/1P3PPP/R1BR2K1 b - - 3 19,c8b7
5r2/4kpQ1/p3p2p/1p2PB2/2p5/8/PP3RPP/4q2K w - - 1 34,f2f1
r1bqkb1r/pp2p1pR/5n2/2ppN3/3n2P1/3Q4/PPP1PP2/RNB1KB2 b Qkq - 0 8,h8h7
5Qk1/5pp1/2N4p/Rpp5/3pP3/7P/1qn2PP1/6K1 b - - 0 26,g8f8
7r/Q1rk1p1p/4pR2/1p1pP2q/7P/2P5/PP6/1K1R4 w - - 6 27,a7f2
1nkr1b1r/ppp1pp2/3qbn2/PP1p1P2/3P2p1/2PBP3/4N1KP/RNBQ1R2 w - - 1 17,f5e6
8/4krR1/3r4/p2qp1Q1/1p3p2/3p4/PPP5/1K1B4 b - - 4 37,e7f8
7r/pp6/2bP2k1/5p2/6n1/5NP1/8/2R2RK1 w - - 1 33,f3d4
8/4kp1p/4p1p1/3p4/2p2PP1/Prr2P1P/2KRB3/1R6 w - - 1 32,c2d1
r3kb1r/pb1n4/1qN1pn1p/1p2P1p1/2p5/2N3B1/PP3PPP/R2QKB1R b KQkq - 0 13,f6d5
rn3rk1/pb2bppp/1p2p3/3q4/3Q4/1P3NP1/PB2PPBP/R4RK1 b - - 0 12,b8d7
3R4/5pkp/5Np1/4r1P1/7P/3P2K1/p1r5/8 b - - 1 46,a2a1q
8/5pk1/R5p1/8/8/2P4P/Pr4r1/4R1K1 w - - 1 33,g1f1
2k2bnr/ppp2ppp/3p1q2/8/2PP1B2/7P/PP2QPP1/R4RK1 b - - 0 16,f6f4
r6r/p1p1b1pp/2pkbn2/3pN3/3N1P2/1P2P3/P1PP2PP/R3K2R b KQ - 4 14,c6c5
rnb1kb1r/p4p2/2p1pN1p/q3P3/Ppp5/5N2/1P3PPP/R2QKB1R b KQkq - 2 12,e8e7
r1b2bnr/pp4pp/1k1R4/qB2Q3/8/2N1P3/P1P2PPP/4K2R b K - 2 17,f8d6
2br2k1/2B2ppp/5q2/1Q1R4/8/1P5P/1b3PP1/6K1 b - - 4 27,d8d5
r1bq1rk1/4ppbp/p2p3B/1pn3Qp/4P3/2N2P2/PPP3P1/2KR1BN1 b - - 1 13,e7e5
r2q2k1/pbppn1pp/1p5P/5r2/8/2QP1N2/PPP1BP2/R3K2R b KQ - 0 15,g7g6
rn2r1k1/p2nq1pp/1p1p4/2p2Q2/8/2N2P2/PPP1BPPP/3RK2R w K - 0 14,c3d5
3r2k1/6p1/5p1p/2p5/2P5/2n1Pp2/5PPP/2R2K2 w - - 0 29,c1c3
r4rk1/pbqnbppp/1p2p3/1P6/P1BQ4/4P3/1B3PPP/RN3RK1 b - - 0 14,f8d8
r1bq2rk/pp2bp1n/5n1Q/4N3/8/2NP3P/PPP2PP1/R4RK1 b - - 4 17,e7f8
r4r2/ppbn2pk/3pp2p/PPp1p1q1/2P1Pn2/1Q1P3P/3N1PPN/R1B2RK1 w - - 4 19,d2f3
2kr1bnr/1pp2ppp/p7/4n3/6b1/1P2BN2/1P3PPP/RN1BK2R w KQ - 2 13,f3e5
rn2k2r/1p3pp1/2pqp1p1/p7/2BP2n1/2N4P/PPPQ1PP1/R4RK1 w kq - 0 15,c3e4
5k2/1b2b1B1/p3B1p1/1p6/3Qn3/2N2q2/PPP5/2K5 b - - 2 28,f8e8
r7/p3k1pp/3Np3/4B3/1P2p3/P7/2r3P1/5RK1 b - - 5 27,a8d8
5r1k/p3p2p/2p3pN/5p2/2P5/1P3P1n/3r2PP/2Q1R1qK w - - 2 35,e1g1
2r2rk1/1b4pp/p1q1pp2/P1b5/1pP5/1Q1BB2P/1P3PP1/R2R2K1 w - - 7 22,e3c5
3R4/p4r1p/3pkp2/2p2Nn1/2P2K2/1PB5/b7/8 b - - 1 34,a2b3
r3r1k1/ppp2pp1/2n5/7p/5qnQ/2BB4/PPP2PPP/R4K1R w - - 6 17,h4h5
3r1r2/p1pn1p2/1p1b2k1/1P2q1Np/2B1bRnP/P3P3/1BQP2P1/5RK1 w - - 0 24,f4e4
r1bqkb1r/1p2nppp/p1n1p3/8/B2PN3/5N2/PP3PPP/R1BQK2R b KQkq - 0 9,c8d7
2kn4/2p3p1/6Q1/8/q7/8/5PPP/2Rr2K1 w - - 1 34,c1d1
r2q1rk1/pb3ppp/2n1p3/2p1P1N1/3p1P2/1PPQ4/1BP3PP/R4RK1 b - - 1 16,d4c3
5r1k/pp5p/2p1Qpp1/8/1PP1P3/5PP1/P4q1P/3R3K w - - 3 33,d1d7
6k1/4b2p/6p1/p4P2/P1P1p3/1K1nP3/1r1P3P/R4R2 w - - 3 34,b3c3
r1b1r1k1/pp3ppp/2n5/3qP3/Q5n1/2BP1N2/PP4PP/2KR1B1R b - - 2 13,c6e5
rnb1k3/ppp2p1p/8/8/2P3nB/8/P3PPPP/q2RKBNR b Kq - 3 14,a1a2
r1bqkbnr/pp1n3p/2p3N1/1B1N1p1Q/4p3/8/PPPP1PPP/R1B1K2R b KQkq - 0 12,h7g6
8/1p2kpp1/p3p3/2Pr3p/1P3P2/6Pq/P1Q4P/3R3K w - - 1 32,d1d5
3r1r1k/1p2p3/pq3pQp/4p1pP/4P3/2P5/PP3PP1/3RR1K1 b - - 2 28,f8g8
r1bq1rkR/3p1pb1/p3p1n1/1p6/3nP1p1/1BN1BP2/PPP4Q/2K4R b - - 1 18,g7h8
6k1/6p1/3p4/2p3Qp/3n3P/1P4R1/P3q2r/R6K w - - 2 37,h1g1
k3r3/p2B2R1/2p3p1/2N1P1P1/P1n5/2P1n3/1r6/1K4R1 w - - 0 34,b1a1
rn2kb1r/ppp2ppp/4p3/1Q6/8/4q3/P1P3PP/1K1R1BNR b kq - 1 12,b8d7
r4rk1/p1q2pp1/2pbp2p/3p2N1/3P4/2PQ2P1/PP3PP1/R3K2R b KQ - 1 16,c7e7
6rk/p7/1b1p2rp/6N1/3P3Q/2q2P2/P6P/4RR1K b - - 3 36,g6g5
2rRk3/5ppp/1rN1p3/6PP/1p2P3/5n2/PPP5/1K1R4 b - - 1 29,c8d8
8/4r3/1R6/2p1pkpp/3p2P1/1P1P1K1P/1P3P2/8 b - - 0 40,h5g4
5r1k/p1Q5/1p1p4/3Pb1q1/8/P4P1R/KP6/8 b - - 0 36,h8g8
6k1/p5p1/3N3p/3R4/8/2P4P/r6r/2R2K2 w - - 5 29,d5d3
r3k2N/ppp3pp/2n5/1B1ppb2/3q4/2K5/PPPP2PP/RNBQ3R w q - 4 13,c3b3
r1q1nrQk/pppnp1bp/6p1/6N1/2B5/7P/PPP2PP1/R1B1K2R b KQ - 2 14,f8g8
r2qkb1r/1ppb2p1/p2p3p/3np1NQ/4P3/1P5P/1PPP1PP1/R1B1K2R b KQ - 1 14,e8e7
r2qk2r/3p1pp1/p1b5/1pb1p2n/4P2B/P1N2P2/1PPQB1PP/R4R1K w kq - 1 17,h4d8
r1b1r2k/1p5P/p2p1p2/2q5/8/3B1Q1P/P5P1/N4R1K b - - 2 26,c8d7
r1b1k2r/pp1pn1pp/2nQp3/1qB1N3/8/1B6/PP3PPP/R4RK1 b kq - 0 16,c6e5
6k1/pp3pp1/4p2p/3p3q/4b3/P6P/1Pr3P1/2R2QRK w - - 4 26,c1c2
r2q3r/3p1Bbp/bp1k2pn/p2NP1N1/1P1p1P2/8/P2B2PP/2R1K2R b K - 0 21,g7e5
6r1/1p4p1/p1p1pn2/2Pk4/2NP2R1/P2K4/P4P2/8 b - - 4 33,f6g4
4r1k1/ppp2ppp/5n2/6B1/1b6/2N3Q1/PPP2PPP/3q2K1 w - - 0 17,c3d1
r4rk1/5ppn/1p1p3p/pN1Pp3/P3P2n/2QB1q1P/1P3P2/R1B2RK1 w - - 2 19,d3e2
2k2r1r/1p3p2/1P6/P2b2p1/1QpP4/4NqPp/5P1P/R3R1K1 w - - 2 28,a5a6
8/6R1/2p2p2/7k/1p1NP1P1/2r2P1K/7P/r7 b - - 0 44,h5h6
r4rk1/ppp2p1R/8/6Q1/1PP4q/P7/1B3PPP/5RK1 b - - 2 24,h4g5
rn1qkbnr/ppp2Bp1/3p3p/4N3/3PPp2/2N5/PPP2PPP/R1Bb1RK1 b kq - 1 8,e8e7
6r1/2p1kQ1p/2r2p2/p1b1N3/1p5q/2Pp2P1/PP3P2/4R1K1 b - - 0 24,e7d6
3r1r1k/p5pp/b2PN1n1/5pq1/2p5/2Q3P1/PP3p1P/R2R1K2 b - - 1 26,g5g4
1r6/6pk/1P1Q1p2/3N4/2q1P2p/8/6PP/5R1K w - - 8 41,d6b8
r3k2r/ppp2pp1/2p1b3/2N1b2p/4Pq2/2P1Q2P/PP1P1PP1/R1B2BK1 w kq - 1 15,c5b7
8/6p1/1p1Np1k1/3pPpP1/1P3q1p/7K/3RQ3/8 w - - 2 39,d6c8
5B2/5pp1/3Pbk1p/1p5P/p3K3/5P2/6P1/8 b - - 0 42,b5b4
5kRr/p2pr2p/2n2p2/3B4/5P2/1P2P3/P3K2P/6R1 b - - 4 23,h8g8
rnbq1rk1/pp2bppp/8/3p4/3Q4/1P2PN2/PB3PPP/R3KB1R b KQ - 0 10,b8c6
3rq2k/1p4pp/p3r3/1b1R1Q2/7R/P4N1P/1P3PP1/6K1 b - - 0 27,d8d5
7k/6p1/4R2p/7K/p1P2qP1/1nQ4P/3r4/4R3 w - - 0 43,e6h6
rn4k1/pn2P1pp/1bp5/3Qpp2/7q/8/PP3PP1/R1B2RK1 b - - 0 20,c6d5
3r3k/p5pp/5p2/8/8/P2p3P/4Q1P1/3R3K b - - 0 38,d3e2
1nbk3B/1ppqnQ1p/5p2/2bp4/7N/4PK2/2PP1PPP/5B1R w - - 4 16,h8f6
r1bqkb1r/pppnnp1p/4p1p1/8/4N3/2NP4/PPPB1PPP/R2QKB1R b KQkq - 3 7,d7e5
3rr3/ppp2kpp/8/3R4/3N4/1QP5/PP3PPP/3Rq1K1 w - - 1 24,d1e1
8/5pk1/4p1r1/3BPn2/2N2Q1p/R6P/2q3PK/8 w - - 2 38,a3f3
r2qkb1r/pp1B1ppp/4pn2/3pN3/3n4/2N2Q2/PPP2PPP/R1B1K2R b KQkq - 0 9,f6d7
4rr1k/pb1p1p1p/7p/5N2/p1p3Q1/6P1/PPP2P1P/R3q1K1 w - - 2 24,a1e1
8/8/1R6/P4b1p/1N1p4/4kP2/6rP/3K4 w - - 3 43,a5a6
rnb1kb1r/ppp2ppp/4p3/3pP3/3PnP1q/3B4/PPP3PP/RNBQK1NR w KQkq - 1 6,e1f1
1r2r1k1/2b2ppp/5p2/1p6/p2P1n2/2P1BB1P/1P1Q1PPq/2R1RK2 w - - 3 27,e3f4
r2qkb1r/pppn1pp1/5n1p/4N3/2Q5/8/PB3PPP/RN1R2K1 b kq - 0 12,f8d6
r2k3r/ppq1pp1p/5npQ/1B1P4/6n1/1PN5/1PP2PPP/R4RK1 w - - 1 16,h6d2
8/1Qr3kp/3p4/1p2p1P1/8/pNq5/P1P5/2KR4 w - - 2 34,b7d5
8/4ppk1/p5p1/2p1Pn1p/2N2P2/2PR1B1P/P2R3K/1r4r1 w - - 20 36,d2g2
r4rk1/p4ppp/b3p3/3p4/1b1P1q2/2N2N2/PPP3QP/3K2RR b - - 2 18,b4c3
r4rk1/pp3ppp/5R2/2pp4/3q2bQ/P1NB2P1/1PP4P/1K6 b - - 0 18,g7f6
rn3r2/pp2p1k1/5qp1/3p2Np/3P3P/3b4/P1P1QPP1/4RK1R w - - 0 19,e2d3
2r1r2k/pp2Np2/8/2PnR3/1P1p4/5P1P/P4P2/6RK b - - 0 31,d5e7
7r/8/3kp3/3pn1Q1/3R1B2/4P3/6PK/1q6 w - - 9 49,h2g3
r2q1rk1/pp2nb1p/2nb1Q1B/2p1pP2/3pP3/3P1N2/PPP1B1PP/R4RK1 b - - 2 16,e7c8
r2b1rQk/1bq4p/pn3p1N/2p1pn1N/1p2p2P/3P2R1/PPP3B1/R1B3K1 b - - 1 24,f8g8
r3kq1r/1ppB2pp/p1n3b1/6B1/3P4/2b2N2/P3QPPP/R3R1K1 b kq - 1 18,e8d7
1k4r1/p1rbn3/QRp1q2p/R2pPpp1/B2P4/P4N2/1P3PPP/6K1 b - - 0 27,a7b6
3qQ1k1/5ppp/2p5/p7/N7/P7/r4PPP/4R1K1 b - - 2 24,d8e8
2rq2nk/1p3rBp/p4P2/3p1p1P/8/PpNP2Q1/2P3P1/R5K1 b - - 2 23,f7g7
r4rk1/pb3ppp/1p6/2pqB3/8/3B4/P1P2PPP/R2Q1RK1 w - - 0 16,f1e1
1r2r3/2pk4/Q1p3pp/2Pp2p1/6P1/2P4P/PP3q2/2KR3R w - - 0 24,h1f1
r2qkb1r/pp1nppp1/2p5/6Bp/3PQ1nP/5NN1/PPP2PP1/R3K2R b KQkq - 6 11,f7f6
r1bqrk1Q/1pp3p1/1nn1p3/p3P1N1/P2P4/2P5/5PPP/R1B1K2R b KQ - 6 17,f8e7
2kr4/2p2ppp/1p2p3/4q3/R2r4/2Q2b2/1P1NBP1P/2B1K2R w K - 0 22,d2f3
8/3k1p2/3P3p/B3P1p1/P1r3K1/5P2/6PP/8 w - - 1 40,g4f5
3r1rk1/p4pp1/1p1PN2p/2nq4/7P/6Q1/5PP1/3RR1K1 b - - 4 24,d5d1
r2Qkb1r/ppB1pp2/4b1p1/4n2p/8/2N3R1/PPP2P1P/2KR4 b kq - 1 17,a8d8
1R6/5pk1/4p3/3bP1K1/3rB2p/4R2P/5r2/8 w - - 9 71,e4d5
8/6RP/2k5/1p6/1K5r/8/8/8 w - - 18 60,b4a5
1Qb1k3/p3NR2/1np5/4p3/4q2K/1B4PR/P1P4P/8 w - - 0 33,g3g4
3r4/R4pk1/7p/4P1p1/3Pr1K1/7P/6P1/3R4 w - - 1 36,g4f5
6rk/pp2qp1p/4bb2/3pP2Q/8/8/PPB2PrP/R4R1K b - - 1 26,f6h4
4rknr/pp2bppp/1n6/3QN3/3p4/8/PPP2PPP/R1B1R1K1 b - - 0 15,b6d5
5kr1/pp2p3/2p2p1p/2N3pB/2b5/5P2/PPP1R1PP/3rB1K1 b - - 4 27,c4e2
3r2kr/ppp1n1pp/2q5/3p4/3Pn3/5Q2/PPP3PP/R4RK1 b - - 1 20,e7g6
rnbqkb1r/pp3ppp/8/3np3/2B5/5Q1P/PP1P1PP1/RNB1K1NR b KQkq - 1 7,d5b4
r1b5/pp4k1/3p2p1/2p3QR/3pP1nN/4q3/2P1N1P1/2R1Kr2 w - - 4 25,e1f1
Q7/pRq2p2/5k1p/2p2Pp1/3p2P1/2r5/P1P4P/6K1 b - - 8 29,c7f4
7R/pp2krp1/2r1p3/4P1Q1/3p1P2/8/PPP2RK1/4q3 b - - 6 35,e7d7
r6k/8/ppnb3p/2p1q3/3pN3/P2P4/BPP2QP1/R5K1 w - - 4 26,a1f1
k1r1r3/1p2R2p/pQ3p2/3p2pq/8/3PB1P1/PP3P2/1K2R3 b - - 6 30,e8e7
rn2kb1r/pp3ppp/4p3/1b2N3/3Q4/2N1B3/PP3PqP/R3K2R b KQkq - 1 12,b8c6
3rR1kr/pp1Q1ppp/1qp5/8/8/2P5/P4PPP/R1B3K1 b - - 2 18,d8e8
5nk1/6pp/1p3n2/3pN2P/q2Pp3/r3P3/1R2QP2/1K4R1 w - - 2 31,g1c1
1nk2rnr/1bpp2q1/1p2p2b/pN4NB/P2P3P/4B3/1PP1QPP1/R4RK1 w - - 1 17,g5e6
1k5r/p1p2p2/2p2p1q/8/3b1P2/P5r1/1PP2NQ1/R4RK1 w - - 0 24,g2g3
r3qrk1/1pp1b1pp/3p1n2/4p3/1p2P3/2N1BN1P/1PPQ1PP1/2KR3R w - - 0 15,c3e2
5rk1/1Q6/p3R1p1/P1pP3p/2P1P3/6KP/8/6q1 w - - 1 50,g3h4
8/3P4/1p6/p7/P3n3/1P4k1/7p/7K w - - 1 58,d7d8q
8/pp3k2/2r2n1Q/8/8/1N1bB3/PP3P2/3RKq2 w - - 9 32,e1d2
r1bq1rk1/5ppp/1p2pB2/p2p2N1/8/P2QP3/1PP2PPP/R4RK1 b - - 0 13,d8f6
3r1Rk1/ppp3pp/8/4n3/8/P4Q1P/1r4P1/5R1K b - - 2 29,d8f8
6K1/3k2B1/p4P2/2pb2n1/1p6/1P1P3P/P1P5/8 w - - 1 42,g8f8
r1b3r1/1pp5/p1q1pk2/5p2/PP5R/N1P4P/2Q2PP1/4R1K1 w - - 2 24,c2d2
8/4N1pk/q5np/4p3/4Qp2/5P2/6PP/4B2K w - - 0 55,e7g6
3r1k1r/1pp1Qppp/p5q1/5N2/8/7P/PP2bPP1/R5K1 b - - 1 22,f8g8
3r4/pp2kp1p/4bp2/2p5/4PP1B/4n3/PPP3PP/2K2B1R w - - 3 21,f4f5
8/p3N1pk/1P6/nR5r/3pp3/8/5PP1/6K1 b - - 0 44,a7b6
kQ5r/pp1B1pp1/N3p1b1/8/8/3P4/qPP1KP2/8 b - - 7 33,h8b8
7k/1q3K2/4Q1pp/8/P7/4PP2/7P/8 w - - 22 58,f7f6
4N3/8/6R1/5k2/7p/7P/5nPK/1r6 w - - 1 51,g6g8
1k1r4/pp2p1pp/3p4/5r2/1P1P4/P4pq1/2PQ2nP/R5RK w - - 0 25,h2g3
8/4r3/3p2kR/2p1p1P1/1pP5/r2P1P1K/8/6R1 b - - 1 49,g6f5
3R2k1/pp2q1p1/2r1N1Qp/4P3/2P5/8/P5PP/6K1 b - - 2 28,e7d8
r4rk1/2p3pp/ppbp2q1/5p2/2P1P3/1P1BQ3/P4PPP/3RR1K1 w - - 2 20,e4f5
4r2r/ppp2k1p/6p1/8/5p1q/2Pb1Q2/PP4PP/RNB2K1R w - - 0 17,f3d3
2k3r1/1p3p2/1p6/n2BN3/b1pP3b/P1P1P1r1/1P1N1K2/2R2R2 w - - 1 29,d2f3
r1b1k2r/1pqp1pp1/p1n1p3/2b4p/2BNP1n1/1P3P2/PBP3PP/RN1Q1R1K w kq - 2 11,d4c6
r4rk1/ppq2pp1/4bR2/6N1/P1pPQ3/4P1P1/1P2NPP1/R3K3 b Q - 0 20,g7f6
2kr3r/ppp5/2nqbp2/6pp/3N2n1/4B3/PPP1BPPP/3RQRK1 w - - 0 18,d4b5
8/8/5pp1/3k3p/R2b1K2/3r2PP/4RP2/8 w - - 0 40,e2c2
8/6p1/5p2/3Q2k1/4p1Pp/5q1P/5P1K/8 b - - 2 55,g5f4
r1bQ2k1/1q2bppp/p1p1p3/4N3/2P1N3/4n1B1/PP3PPP/3RR1K1 b - - 0 17,e7d8
3r1rk1/1pb2ppp/pNpq4/P7/4p1Q1/1P2P2P/2PP1PP1/R4RK1 w - - 1 18,a1d1
r1b2rk1/pp3ppp/5q2/2p1p3/4PNn1/P2P2P1/BPP4P/R2QK2R w KQ - 0 16,f4d5
3r4/p3N1bp/1kp5/1Np5/5r2/8/P5PP/2R3KR w - - 0 27,b5a3
k3r3/1p5p/pQp3p1/P1B1P3/8/1P6/1KP5/5q2 b - - 1 42,f1b5
Q2k3r/p1r2ppp/3P4/1B6/4p3/2B5/1P1K1PqP/8 b - - 1 23,c7c8
4r1k1/pp4p1/2n2p1p/3p3b/6Q1/5N1P/PPBRrqPK/3R4 w - - 2 28,g4h5
5R2/6p1/4Qnk1/3p4/1p1P4/1Pp1P3/r1K2P2/8 w - - 3 41,c2d3
6k1/p5pp/8/1pq4n/2n1pP2/NQP4P/PP1r4/R4R1K w - - 4 20,b3b5
5Qk1/5pp1/6qp/p1p2r2/2P5/1P5P/P3RPP1/4R1K1 b - - 0 30,g8f8
r1b1k2r/1p3ppp/p7/4p1q1/2P1p1n1/P2pB1P1/P4PBP/R2Q2RK w kq - 1 17,e3g5
5rk1/5pp1/1PpN4/2P3Qp/8/6P1/7P/3q1B1K w - - 2 31,d6f5
r1b2rk1/1p3ppp/1n1p2q1/1p1Pp3/1P2Q3/2P2P2/P1B1N1PP/R3K2R b KQ - 3 18,g6g2
1Q6/3K4/1P1p1kp1/4pp1p/4n2P/1r6/8/8 b - - 0 52,f5f4
r2q1rk1/ppp3pp/3b1pn1/1P4N1/P3b3/2Q1P3/1B1P1PPP/RN3RK1 b - - 1 16,f6g5
1r1qrk1Q/1bp3p1/1pn1p3/p3P1N1/3P4/b1P3P1/3B1P1P/1R3RK1 b - - 6 25,f8e7
r6r/1kp3p1/p1bpq3/Pp2npP1/3Q3P/2RP4/1P3BP1/2R3K1 b - - 7 32,a8c8
