fen,best
r3k2r/3bnpbp/1q1pp1p1/p1p5/3PP3/4BN2/BPPQ1PPP/2KR3R w kq - 1 16,d4c5
r1bn3r/pp2q1p1/3p1k2/3Ppp1P/1b4P1/3Q1N2/PPP2P2/R1B2RK1 b - - 2 17,e7f7
6k1/1p2bpp1/p3pn1p/qb1p4/2rB3Q/8/PP3PPP/1BR1R1K1 w - - 0 25,c1c4
8/R3N2p/3p1p2/3P3k/4b3/2P2p1K/6r1/5R2 w - - 0 38,e7g8
r2qk2r/pb3ppp/2pb1n2/n3p1N1/4B3/5Q2/PPPP1PPP/RNB1K2R b KQkq - 5 10,f6e4
3r2k1/5qp1/7p/3P4/3Q1R2/P1B2pP1/1P2bK2/8 b - - 3 33,f7d5
r2qk1nr/Bp1b2p1/3p1pn1/2p4p/2Q1PP2/1B6/PPP3PP/RN3RK1 b kq - 3 15,a8a7
8/pp2bkpp/2p1ppb1/8/3r1N2/6Q1/P4PPP/6K1 w - - 0 24,f4g6
6k1/5ppp/2p5/p3p3/P1q1P3/8/3Q1PPP/1r2N1K1 b - - 4 24,c4e4
2r1r2k/5Qbp/p5p1/3Rq3/4P3/1B3P2/PPp3PP/1K5R w - - 0 23,b3c2
3r3k/4p2p/p5p1/2p1Np2/5n2/1PP2P2/1P3P1P/R2r1K1R w - - 1 28,a1d1
2b2qk1/7r/3p2rP/p1p1p3/1pP1P1pR/1P1PN1K1/P2Qn1B1/7R w - - 5 42,d2e2
5b1r/2pk2pp/2pp2q1/4r3/2PB1n2/1Q5P/PP3PP1/3R1RK1 w - - 0 22,d4e5
r1b2rk1/1p2qpp1/8/p1nn2NQ/8/8/PP1B1PPP/R5K1 b - - 1 17,f7f6
r3kr2/1np4Q/p2p2p1/1p1Pppq1/1P6/2P2R2/P4PPP/RN4K1 w q - 1 23,h7c7
8/1p2r3/pR4pp/5k2/P4P2/5K1P/6P1/8 b - - 6 40,g6g5
6r1/ppp2k1p/5p1B/8/1P5Q/8/P5RP/3r3K w - - 1 27,g2g1
1kr5/8/3p1p2/pq1Pp2p/1nN1P1nP/1K4QN/1P4P1/2R5 w - - 0 31,c4a3
5r2/1R6/4kp2/3Nn2p/4P3/1p5P/1r4P1/5R1K b - - 0 35,f8g8
2r2rk1/p4p2/4pPpQ/3pP2p/1P6/P6P/3N2PK/2q5 b - - 7 36,c1d2
r2q1rk1/pp2b1pp/3p4/8/2P1P1b1/2N2nB1/PP2BP1P/R2QK2R w KQ - 2 16,e1f1
r3r1k1/p1pqbppp/2pp1n2/8/2PQN3/1P4P1/PB2PP1P/3R1RK1 b - - 5 14,f6e4
1r1r4/1b3Qpk/3p1nNp/p7/P4P2/2N5/1q4PP/4RR1K w - - 0 31,e1e7
4R3/p5qk/B3p2p/5p1Q/1P3p2/4pb2/P5PP/4R1K1 w - - 0 37,h5h4
2rQ3k/1p4pp/p7/8/3R3P/6Pq/PPP2P2/5RK1 b - - 4 31,c8d8
1k3r1r/ppp3p1/2nq1p2/8/3P1NQ1/8/PP3PP1/R1B2RK1 w - - 0 18,f4g6
2kr2nr/1pp3p1/pN2q2p/2b1Pp1P/5B2/4P3/PPPQ1PP1/2KR3R b - - 2 16,c7b6
r2qr1k1/1p2pp1p/p2p1npB/3P4/4PP2/2Q5/PP4PP/R4RK1 b - - 0 16,f6e4
4b2r/QpRk1ppp/q2Pp3/3p4/8/5N2/PP3PPP/6K1 b - - 4 21,d7d6
r2q1r2/2p1npp1/p1n1N1k1/1p2pb2/3P4/2b3Q1/PP3PPP/R1B2RK1 b - - 1 15,g6h7
8/p1R4k/7p/2br2p1/2p3P1/2B4P/1P3PK1/8 b - - 4 52,h7g6
4r2k/5Qp1/1p6/5p2/1PBp1q1K/P2P4/2P5/6R1 w - - 2 38,h4h5
5k2/R7/5p2/1P1B2p1/3P1bb1/3N4/3BKP1q/8 w - - 3 41,e2e1
8/5p2/5kr1/2Q5/p6P/P3P2K/6P1/1r6 w - - 3 44,h4h5
4r1k1/ppQ2ppp/8/3P2q1/8/5PBb/PPP2r1P/R2R2K1 w - - 0 20,g1f2
6k1/pp3rp1/2p3QB/2bq4/4r2P/2P5/PP4P1/R4R1K w - - 0 23,f1f7
k2r1b1q/pp3p2/3p4/2p1PQN1/2P5/1B2R1B1/PP3PK1/r7 w - - 2 29,f5f7
8/3r3k/4P1pp/5p2/1P5Q/2P5/4p1PP/4Rq1K w - - 3 37,e1f1
r5k1/p4ppp/1p2p3/8/3r1q2/2Q5/PP3P1P/3R2RK b - - 1 21,d4d1
r4rk1/pp2P1bp/6p1/2q1N3/2B5/2P5/P1P3P1/R2bK2R b KQ - 0 19,g8h8
r1bq1r1k/1pb2NpB/2p2n1p/p2n2N1/3P4/P7/1PQ2PPP/R1B2RK1 b - - 0 16,f8f7
7k/6p1/p5p1/2Q5/8/2Pr4/PP3R2/2K1q3 w - - 16 41,c1c2
r5rk/1p3p1R/p1p2Pp1/3pP3/3B4/6QP/PPq5/5RK1 b - - 0 26,h8h7
r2r2k1/pp1b1ppp/2n1p3/7q/2N3n1/1PN1PPb1/PBQ3B1/R4RK1 w - - 0 18,f3g4
8/p6p/1p2pQ2/3bP1p1/6kP/P3BPP1/7K/3q4 b - - 0 32,d1f3
2r1rk2/pp2bpp1/2p2n1p/3pN1P1/3P1P2/2N1P3/PP5P/R4RK1 b - - 0 20,f6g8
1k1r3r/1pq3p1/p2nBp2/5P2/4p2p/2P1Q3/PP3BPP/5RK1 b - - 1 27,h4h3
3Q4/5p1k/1p2p1pq/r1b1B3/p7/5P2/P4P1P/6RK b - - 0 37,c5f2
r1bq1rkb/pp2pp2/3p1PpP/2p3N1/2PP1n2/2N4P/PP1QBP2/R3K2R b KQ - 0 17,f4e2
1r2kb1r/p4p2/2n1p3/3pP3/5PB1/1QPp1N1P/PP2q1P1/R1K3R1 w k - 1 22,b3d1
rn1qkbnr/ppp2p2/3p3p/6pQ/2B1Pp1P/8/PPPP2P1/RNB2RK1 b kq - 1 8,g8f6
r2q1rk1/1b1p1ppn/n1p5/4b1PQ/1p2P3/3P2N1/BPP2PP1/R3K2R b KQ - 1 16,d8g5
r2q1rk1/pb1nnppp/1p2p3/2pp2N1/2PP4/P5P1/1PQBPPBP/R4RK1 b - - 1 11,h7h6
3rk1nr/p2n1pbp/1p2p1p1/3Nq1N1/8/5Q2/PPP2PPP/R1B2RK1 b k - 6 15,e6d5
6k1/2nb2rB/2p2P2/ppPpp2P/3P2Q1/4q3/PPK3P1/5R2 b - - 1 29,g8h7
r1b2k1r/pp3p1p/2n1pq2/2p5/8/NP6/P1PP1KPP/R2Q1B1R w - - 0 13,f2g1
2k5/pp5R/2pK4/4P3/4r2P/5n2/PPP5/8 b - - 2 35,f3h4
8/8/8/p3q1p1/P2p3p/1P1B1R1P/2Pk2P1/6K1 w - - 0 70,g1f1
r1bq1bkr/ppp3pp/2n5/6N1/8/2p2Q2/P1P2PPP/R1B2RK1 b - - 3 11,h7h6
2Q4R/5pp1/4p1kp/2N5/1P5P/P6K/4nPP1/7q w - - 3 42,h3g4
5rk1/1p3p2/p1p3pp/P1Q2n2/1PPbq3/3p1NP1/6PP/3NR1K1 w - - 4 35,f3d4
5b2/1q6/3pb3/4p1k1/5pP1/N6p/PP5P/3RQR1K w - - 3 26,h1g1
r7/P7/1P6/8/6k1/R4pp1/6R1/7K w - - 0 63,g2g1
2k2b1r/p1p2p2/2n2p1p/5b2/3r4/4N3/PP2PPPP/R3KBNR w KQ - 0 13,e3f5
r2q1rk1/5ppp/p7/np6/4Q1b1/P1P1PN2/1P4PP/1BR2RK1 b - - 0 18,g4f3
r1b4r/ppp1p1bp/4k1p1/3Nn1B1/8/7P/PPP3P1/3R1RK1 b - - 1 14,c7c6
8/8/R4k2/2p5/3b2K1/6P1/B3r3/8 b - - 6 54,f6e5
2k1r3/p2p4/2b1r3/2R5/3Q4/2P3P1/PP3P1P/5K2 w - - 1 35,d4b4
r3k1r1/pbQ2p2/1p2p1p1/6B1/1n4PP/3q4/P2NN2R/4K3 b q - 0 20,b7f3
r4rk1/ppp1qppp/2n1p3/8/3PQ3/2PB3P/PP3PP1/R3K2R b KQ - 0 13,a8d8
1r2bBk1/1r3p1p/2qPpQp1/2p5/2P5/P4R1P/5PP1/R5K1 b - - 5 32,g8f8
8/3B3P/2P5/3p1p2/2r1pP2/4k3/4n3/3K4 w - - 1 46,h7h8q
2r2k2/5pp1/5n1p/p2p1N2/Pp1Q4/1Pq1PP2/6PP/3R2K1 w - - 4 32,d1d3
6k1/5pp1/2R5/3p3p/3P4/8/3r1PPP/6K1 w - - 0 30,c6d6
2r2rk1/pbq1bpp1/1p1ppB1p/2n3N1/2P5/1P2P1P1/P1QN1PBP/R4RK1 b - - 0 14,e7f6
r3k2r/1pp2ppp/3p4/p3P3/PnPq1Pb1/B2B4/2PQ2PP/1R1KR3 w kq - 2 18,d1c1
8/p2r1pk1/1p2pnpp/4K3/3P1PP1/BP6/P6P/2R5 w - - 3 29,g4g5
r2qnr1k/ppp3p1/2np2PB/2bBpp1Q/4P3/P1PP3P/1P3P2/R3K1NR b KQ - 0 14,g7h6
rn3k2/pp1b2Rp/2pRNB2/8/2p5/P7/5r1P/2K5 b - - 3 22,d7e6
r1b2knr/ppQ2ppp/3p2q1/6B1/2B1P3/2p5/P4PPP/RN3RK1 b - - 0 13,g6g5
1r4k1/p5pp/2p1p3/3P1p2/3P4/P2P1r1P/2Q2RPq/4RK2 w - - 0 29,c2e2
6rk/6p1/1pp3QN/p2pp2P/1q2P3/8/PP6/3K4 b - - 0 36,b4e4
6r1/8/5k2/5p1K/7R/5N2/8/8 w - - 4 60,h4f4
8/8/6kp/2RB2p1/5P2/r5KP/2p2P2/8 w - - 0 35,g3g4
5k2/r4p1p/1p1P1Q2/p1p5/P4R2/1P4PP/4rP1K/2q5 b - - 0 39,a7d7
6k1/pp3ppp/6r1/2N5/1P1N3n/P2P2Pq/1Q3P1P/R1B1r1RK w - - 5 25,g1e1
rn1q1rk1/1b2n1pp/p3p3/1pp1P1N1/P1p5/6P1/1PQN1PBP/R4RK1 b - - 1 16,b7g2
5r2/p2R1pk1/1p3bp1/2pQ4/4P3/2P3Pp/PP2q2P/5R1K w - - 6 36,e4e5
8/8/P7/7R/6p1/6k1/r7/6K1 w - - 1 84,h5h6
2rq4/8/8/p5R1/8/PPkpR3/2P5/1K6 b - - 1 47,d8g5
1r3q2/1p2R3/p7/2kN4/1P2B3/P2P4/K1P5/8 b - - 0 47,c5d4
1r2r2k/p5pp/3qBpN1/2R2Q2/1p6/1P1b4/P5PP/4R2K b - - 4 31,h7g6
4r1k1/5ppp/3n4/8/Q2N3P/5K2/Pr3PP1/8 b - - 4 29,d6e4
6rk/1b3p1p/4pp2/1pp2P2/3r4/3P4/P1B1Q1Pq/5RRK w - - 0 27,h1h2
r2qkb1r/pp2pppp/1n3n2/4N2Q/3P4/1BN5/PP3PPP/R1B1K2R b KQkq - 0 10,f6h5
4rR2/p4Qk1/r3q1pp/2p5/8/8/6PP/5R1K b - - 6 37,e6f7
r1bqkbnr/pp1np2p/3p2p1/1BpP1P2/8/2N5/PPP2PPP/R1BQK1NR b KQkq - 0 6,g6f5
3qkb1r/p2npppp/1p3n2/3B1b2/3P4/1Q2PN2/PP1K1PPP/RNr4R b k - 1 10,c1h1
r1b2r1k/ppp3pp/1b3p2/1P1qN3/2N2n1B/2PP4/P4PPP/R2Q1RK1 w - - 1 15,c4b6
rn1q1rk1/pp2np2/2pp2P1/3Pp1pQ/2P1P3/2N5/PP3PP1/R3K2R b KQ - 1 16,f7g6
2r3k1/1pq2pp1/3pb2p/pP2pN2/P5Q1/7P/5PP1/5RK1 b - - 7 27,g8h7
8/1Q3p1p/p5pP/1k2p1P1/4P3/P1p2P2/q1r5/7K b - - 9 41,b5c4
3k4/8/QR4p1/8/3pqP2/2p2b2/2P5/3K4 w - - 0 50,d1c1
r4Q1k/2p3np/pp4p1/6q1/8/7P/PPP3P1/R4RK1 b - - 1 26,a8f8
2r2bk1/1b1q1p1p/1p1p4/p5PQ/1n3P2/1P2r3/PB5P/1BR2RK1 b - - 1 27,c8c1
4rr1k/1pp3pp/1p1pN3/3P4/P3N3/1P4Q1/2P1qP2/5RK1 b - - 1 29,e2e4
rnb2rk1/ppp2ppp/8/3P2q1/2BNp3/2NPn1K1/PPP2PP1/R1BQ1R2 w - - 1 11,g3h2
4rrk1/pbp2ppp/2p5/3p1nP1/8/1P1P3P/PBPN2PR/R2K4 w - - 3 18,d1c1
r1bqn2k/ppp3pp/3p4/3N2p1/3bQ3/3B4/PPP2PPP/R5K1 b - - 1 18,c7c6
r1b2k1r/1p2bppp/p2Q4/1B2R3/8/8/PP3PPP/2R3K1 b - - 0 21,e7d6
6k1/2QP1ppp/pp6/1r6/6PP/2PR4/P1P2q2/2K1r2R w - - 3 29,d3d1
r1b2k1r/5p1p/2p1pQpq/p2p4/1n2P3/2N5/PP2BPP1/3R1RK1 b - - 1 19,h6g7
r4r2/1b2R3/p4pkp/qp1N1Np1/6P1/8/PP3P1P/R5K1 b - - 0 25,b7d5
r3r1k1/2p2ppp/2n5/1Bq2P2/1b6/2N2N2/PPQB1PPP/R4K1n w - - 4 17,b5c6
rn1qkbnr/pp2pppp/8/2P1Nb2/2Q5/3p4/PP1P1PPP/RNB1KB1R b KQkq - 5 8,b8c6
1r1q1rk1/1p3pbp/p2p4/2p2pB1/P7/2NP2Q1/BP4PP/n5K1 b - - 1 18,g7f6
r2q1rk1/1b1nbpp1/p3p2p/1pNn4/3P4/2PQ1N2/PPB2PPP/R1B1R1K1 b - - 1 15,e7c5
3r1rk1/pp2bp1p/2p3p1/3P4/4p1Nn/P1B1P2P/1P3PP1/2R2RK1 b - - 0 22,d8d5
rnbqkbnr/pp5p/2pp4/6NQ/4Pp1P/8/PPPP2P1/RNB1K2R b KQ - 1 9,e8e7
2rq1rk1/1b2bppp/p3p3/1p6/1PnBP1Q1/P1N5/6PP/1BR2RK1 b - - 1 18,c4a3
8/p1p2k2/1p2n1p1/5K1p/1PP1QB2/P2q2P1/7P/R7 w - - 0 30,f5e5
2k5/2r5/pn4p1/1pq2pB1/8/2P5/PP4B1/1K1Q4 b - - 3 35,b6c4
r1b2rk1/1p4pp/p1p1p3/4Q3/7q/1PP2Bp1/PB3P2/R4R1K w - - 1 21,h1g2
r5nB/p1pk3p/2pb1p2/8/8/1PN1QNPb/P1q4P/3R2KR w - - 0 18,h8f6
rn3rk1/4bp1n/p5p1/2pq2P1/1p3P2/1P1PPRP1/PBP4Q/2K4R b - - 1 21,d5f3
q4rk1/5pb1/3p1n1p/1N2p3/2Pp4/3P2Pb/3B4/1R1Q1RK1 w - - 0 24,b5d6
2r2rk1/1b1qbppp/p4B2/2pp4/3P4/2p1P3/PPQ2PPP/1BRR2K1 b - - 0 17,e7f6
8/1k2r2P/p7/6p1/1p6/8/PP6/K6n w - - 0 48,h7h8q
1k1r4/R5pp/8/2R2P1b/8/2n5/P4P1P/4K3 w - - 2 38,a7g7
8/ppp4R/2k5/4p1B1/2p3bP/2P5/PPPK1rP1/8 w - - 5 31,d2e3
r2q1rk1/ppp2p1n/2np3Q/4p1P1/2B1P1b1/2NP4/PPP2PP1/R3K2R b KQ - 0 13,d8g5
1q3rkR/2pQ4/3pp1p1/3n1bN1/3P4/1rP1BN2/1P3PP1/2K5 b - - 3 26,g8h8
8/7p/5Qpk/3P4/4P3/3q2NP/5PK1/2q5 b - - 0 44,c1g5
2k1r3/p5p1/2p5/7p/4nB2/3B2Pb/PPP4b/R1KQ2q1 b - - 3 24,e4g3
rn1q1rk1/1p2npp1/p3b2p/3p4/2PQ4/P4N2/BB3PPP/R4RK1 b - - 0 14,e7c6
q4rk1/2r2pbp/3Q2p1/1Bp3B1/2P5/P4b2/4nPPP/R4R1K w - - 0 24,g2f3
rn2kb1r/ppp2ppp/8/3p4/4n3/1B3N1b/PPPP1PqP/RNBQKR2 w Qkq - 2 8,b3d5
8/pp4rk/7p/P2P2r1/4q3/2N2p2/1P3P2/R2R3K w - - 0 42,c3e4
1k2r3/pp4pp/8/2p5/5p2/P6R/1PP2PPP/3Qq1K1 w - - 1 25,d1e1
4rr1k/p3q1b1/1p4Q1/n1p1ppN1/P6P/2P5/6B1/4RRK1 b - - 0 34,e7f6
r4rk1/p1pp1pp1/1p3PQp/8/8/1B6/PqP3PP/R4RK1 b - - 0 17,b2b3
rnb2rBk/pp2q1b1/3N1p2/3pP1p1/3n1p2/5N2/PPQB2P1/R3K2R b KQ - 1 18,h8g8
r4rk1/1ppqbppp/p7/4Q3/8/1P1P2NP/PBn2PP1/R3R1K1 b - - 0 18,c2e1
8/6k1/8/8/pqP5/1P1Q4/P5PP/4R1K1 w - - 11 54,d3d5
4q3/pp3p1Q/2p2kn1/3p2N1/3P3P/8/PPP5/5K2 b - - 0 32,e8e3
1rq2rk1/pb3ppp/1p6/2p4N/2P1P3/PP3PPn/1Q4KP/3R1R2 b - - 4 27,h3g5
3b3k/1p1Q2pp/1Rp3r1/2P5/4P3/q1NK4/3B1P1P/3r4 b - - 3 37,a3a8
6Qk/6pp/3b1n1N/qP3p2/3Pn3/5BP1/rB3P1P/4R1K1 b - - 6 31,f6g8
2q2rk1/2r2p2/3p3p/p2P2pn/1n2Q3/1PN5/5PPP/RB1R2K1 b - - 4 26,c7c3
r2qk2r/p3ppbp/7p/4N3/2QP4/7P/1P3PP1/R3K2R b KQkq - 0 16,a8c8
2r2k1r/pQ3ppp/4pn2/4Nq2/3P4/b1p1P1B1/Pn3PPP/R4RK1 b - - 0 16,c8e8
r1b3k1/1pqnrpp1/2p4p/8/p2PP1n1/2NB4/PP1QN1PP/3R1RK1 w - - 2 18,h2h3
8/8/2r4p/8/1R6/5k2/Pb6/5K2 w - - 1 53,b4b2
r2q1rk1/ppp2ppn/6np/4PQb1/8/2NB4/PPP3PP/4RR1K b - - 2 16,g6e7
3r1k2/1p3p1Q/2p3p1/p1q1b1B1/P7/1PP2BPR/4P1KP/3r4 w - - 1 37,g5d8
r1bq1rk1/2pp1pp1/p5Qp/np4N1/1b1PP3/1BN5/PP3PPP/R1B2RK1 b - - 0 13,a5b3
r5k1/1p4p1/2pp4/2nPp1qp/2P1P3/2N2r1b/P5P1/R3QRK1 w - - 0 27,f1f3
2k3r1/3R3R/p7/3p4/8/2r5/5P1P/7K w - - 1 33,h2h4
r2q1rk1/pp2bppp/2p1p3/3pP3/8/P1P1PBP1/1PQ2PP1/R3K2R b KQ - 0 15,d8c7
r1b2rk1/pp4pp/4p3/3pqp2/4n1P1/2PBPQ1P/PP6/R1B2RK1 b - - 0 17,f5g4
rnk1r3/p6p/2p2Pb1/b2p4/8/1R3Q1P/P1qBNPP1/4KB1R w K - 7 22,d2a5
1kb2r2/1p6/2p4p/2q1p1p1/4P3/2P3P1/6PK/R2Q4 b - - 1 30,c5c3
r4Q1k/pp4np/1q1P4/3p4/8/8/PPP3BP/5R1K b - - 2 30,a8f8
3b3k/2p2Qp1/p3p2p/8/4q1KP/PB6/2P2PP1/8 w - - 1 41,g4h3
r1b2b1r/pppp1Npp/2n1qk2/2n5/8/2P2Q2/P1P2PPP/R1B2RK1 b - - 6 12,f6g6
8/8/2kn1pp1/pp5p/5P1K/P1P4P/5P2/2B5 w - - 0 34,f4f5
rnbqk1nr/pppp2pp/3b1p2/3Q4/2B1P3/8/PPP2PPP/RNB1K1NR b KQkq - 2 5,g8e7
rnb1r1k1/pp3ppp/2pp4/2b5/4n3/P1N2NP1/2qBQPBP/2R2RK1 b - - 1 16,e4c3
3r1r1k/4R3/6Q1/2pP4/2N3p1/7q/5P2/6K1 b - - 0 34,g4g3
6k1/p4pp1/1p2p3/8/2N1P3/PP1n1P2/2q3PP/Q5K1 w - - 1 33,a1d4
r4rk1/pp4q1/2p1Np1p/4b3/P3Q2P/3B2p1/1PP3P1/3bR1K1 b - - 1 25,g7g4
r2qkbnr/1p1bpppp/p7/3BN3/Q2p4/8/PP1P1PPP/RNB1K2R b KQkq - 0 9,d7a4
r2qkbnr/2p2ppp/p1pp4/4P3/4P3/5Q2/PPPP2PP/RNB2RK1 b kq - 0 8,d6e5
r3r1k1/pp1nqRp1/6Q1/2p1N1P1/3Pp3/2P4P/PP6/4R1K1 b - - 1 22,d7e5
4Q3/6kp/6pq/4p3/4P3/5PP1/7N/3r1KR1 w - - 6 47,f1e2
3Q2k1/3n2bp/p2pN1p1/2pPn3/2P5/P6P/1B2BqP1/7K b - - 3 31,g8f7
1k1r1b1r/2q3p1/1pn1Q1p1/pBpp4/3P4/P1P5/1P3PPP/R1B2RK1 w - - 0 18,e6c6
R7/6p1/5pk1/P5p1/3p1nP1/r7/5R2/5K2 w - - 6 60,a5a6
8/4rkpp/nP1Kpp2/1b1p4/3P4/4R1PB/3NRP1P/r7 w - - 5 26,e3e6
3r2k1/pB5p/6p1/5p2/2p2B2/2P2PPb/PQP2b1P/2Rq3K w - - 3 30,c1d1
7k/1R4p1/7p/p7/P5P1/4p2P/1Pr1P3/4K3 w - - 1 33,b7b3
6r1/2k5/p1nN4/2Pp3p/P5r1/1P6/5R2/2Q3K1 w - - 0 32,g1h2
8/2R4R/2pr1k2/4pppK/1Pb2b2/5PP1/7P/8 b - - 3 35,c4d5
k6r/8/b1Q5/PpN4p/1P2N1r1/6P1/2q2P2/R5K1 b - - 0 43,a6b7
2rqk2r/1b1p1p1p/p3p1P1/1pb1P3/5Q2/1B2N3/PPP3PP/R4RK1 b k - 0 17,h7g6
r1b2rk1/pp3Qpp/1np5/6q1/2BB4/8/PPP2PPP/R3R1K1 b - - 0 16,f8f7
2rr2k1/pb2bp1p/1p2pnp1/2pqN3/3P1P2/2PBB3/PPQ3PP/3RR1K1 w - - 2 17,e3f2
r1b2b1k/ppp2BNp/3p2p1/8/8/2B5/P1P2PPP/4R1K1 b - - 0 25,f8g7
r2b2rk/p1q2p1p/4pn1Q/2ppN3/4bPP1/4P2P/P3B3/3R1RK1 b - - 0 25,d8e7
b5r1/2q2pkp/1n1bpp2/1p6/2pP2N1/2P2N2/1P1QBPPP/R5K1 b - - 9 21,h7h5
r1b1k2r/ppppnppp/1b3q2/4n3/5P2/1NN5/PPP3PP/R1BQKB1R w KQkq - 0 9,f4e5
6k1/p5b1/1p2p3/2p5/4q3/B2p3Q/P4P1P/2R2K2 w - - 0 35,c1e1
r5k1/1R2r2p/p1bQp1p1/4n1q1/8/P1P5/2B2PPP/5RK1 w - - 3 24,b7e7
rn3rk1/pp3ppp/2p1pb2/q7/3PQ3/3BB2P/PPP2PP1/R4RK1 b - - 1 13,b8d7
r2qk2r/pp5p/2p2p2/2n5/6b1/1B3N2/PPP3PP/RNB1R1K1 b - - 1 14,e8f8
k2rq3/pR4Q1/2np3p/4p2P/2N5/2Pbb3/PP2B1P1/7K w - - 0 25,e2d3
7k/4R2p/p2P4/bp5N/3nK3/1P6/5P1P/2r5 b - - 2 42,d4c6
5rk1/6p1/1p1p3p/p1p2b1P/P1P2p2/BPP1Pp1K/3Q1P2/6rR w - - 5 33,h3h2
r2qkb1r/pbp1npp1/1p3n1p/4N3/3pP3/PBNPB2P/1PP2PP1/R2QK2R b KQkq - 0 10,d4e3
2rk1r2/1R6/p3pp1Q/3pPb2/3P4/1P2P3/4q1PK/8 b - - 6 40,f5e4
r1q1k3/ppp1nP1p/2n2R2/1Nb5/8/8/PPP3PP/R1B4K b q - 0 18,e8f8
r4rk1/pp1b1pp1/1qp1p2Q/7n/3P4/1P1B1NR1/P4PPP/5RK1 b - - 0 19,h5g3
8/8/2r3p1/1q2p3/2k3P1/4Q3/1B1N4/1K6 b - - 13 41,c4b4
5k2/R3b2p/8/5p2/2B1n3/5pP1/6KP/8 w - - 0 40,g2h3
6k1/p5pp/2p5/4R3/7n/2NP2p1/PPP2rb1/1R4K1 w - - 2 26,e5e2
8/8/8/4q3/8/1Q6/k1K5/8 b - - 9 76,a2a1
8/pQ6/P5pk/3p3P/8/1P3PK1/8/6q1 w - - 2 44,g3f4
rn5r/p3kB1p/1ppq3p/2b1p3/4P3/1Q3R2/PPP2PPP/RN4K1 w - - 1 14,f7h5
r3k2r/pp1n1ppp/2q1p3/5bB1/1Q6/5N2/PPP2PPP/3R2K1 b kq - 3 15,h7h6
3rR1k1/1p4pp/p7/6N1/5N2/2P3P1/Pq3PP1/4R1K1 b - - 1 29,d8e8
r4rk1/ppp2ppp/8/2b4n/4P3/2NB3q/PPQ4B/3R1RK1 w - - 2 18,g1h1
4nk2/8/2Q3p1/p1P5/P4PKP/2P3P1/4q3/8 w - - 1 40,g4g5
4r1k1/p4p1p/1p4pB/2pP4/P1P3P1/5Q1P/6B1/q4K2 w - - 1 37,f1f2
rnb4r/pp3Bp1/2pk3p/1q3p2/3P1P2/2P1R3/PP4PP/R1BQ3K w - - 0 23,d1h5
3n1rkr/5N1p/4p1RQ/p3P3/2pP4/2q1P3/P5P1/5RK1 b - - 0 31,h7g6
rnk1bb1r/ppp2p2/5p1p/3NpP2/2B1P3/8/PPP3PP/2KR2NR b - - 4 12,f8g7
rn2k2r/p4ppp/2p1p3/1pb1Pn2/7q/P1NP1P2/BP2QP1P/R1B2KR1 w kq - 2 14,e2e4
rn1q3r/pp2bkpb/2p1Qn1p/8/2B3P1/2NP2BP/PPP2P2/R3K2R b KQ - 0 15,f7f8
6k1/R7/4p2p/4p3/P7/3PKP2/r7/8 w - - 1 40,e3e4
3r1r1k/ppq1b1pp/5N2/4p3/2pn4/3B3Q/PPP2PPP/1RB2RK1 b - - 0 20,c4d3
7k/p3q2B/2npp1Q1/2p3N1/2P3n1/P7/5P2/6K1 b - - 2 28,c6e5
r3k2r/pb1p1pp1/4p3/1Pp1q2p/2Pb2n1/P1N2B2/3B1PPP/2RQ1RK1 w kq - 2 17,f3b7
8/5Q2/1p2pN2/p1b1Pk1p/6p1/1P4PK/P4r1P/8 w - - 0 43,h3h4
r2q1rk1/ppp2pp1/2np1b1p/8/2nP2b1/2NQB3/PP2NPPP/1BR2RK1 b - - 1 13,c4e3
r4r1k/pp3qp1/2p4p/3Np3/2Q1P1nP/P4P2/1PP3P1/3RK2R w K - 0 19,f3g4
6rk/R4Qp1/5p1p/8/8/6P1/5PK1/4q3 b - - 3 54,h6h5
4Qb2/6p1/5p1k/3R3p/1P2b2P/4P1P1/5P2/r5K1 w - - 1 45,g1h2
R5k1/5rpp/8/2B5/2P3n1/8/2q2PPP/3rR1K1 b - - 1 23,f7f8
6k1/pp4pn/B1pB3p/3b1P2/3P1Pr1/1P6/P6P/R2Q3K w - - 1 26,d1f3
2kr3r/ppp2ppp/8/2bN3q/4PQb1/5NPP/PPP5/R3K2R b KQ - 0 15,g4f3
5r1k/pQ6/1p1p1qpP/2p3N1/8/KP1P4/P1P5/8 b - - 3 35,f8g8
8/b7/2p4p/P3kbp1/2B1N3/3K1PP1/8/8 b - - 1 41,g5g4
r1bq2nr/pp1n1kbp/2p1Q1p1/8/2B5/5N2/PPPP1PPP/R1B1K2R b KQ - 0 9,f7f8
r1bqkb1r/pp1ppppp/8/8/2NNn3/8/PPP1QPPP/R1B1K2R b KQkq - 1 8,e4f6
3kR1nr/2rb2R1/pQ5q/5p1p/2P2P2/7P/PP6/2K5 b - - 2 29,d7e8
2r5/ppq2p1k/4pP2/3p2Qp/2r5/2P4P/PP3PP1/1R4K1 b - - 1 27,c8g8
r5k1/ppp2ppp/1B4r1/4pQ2/4P3/P1P2R2/1Pq3PP/RN5K w - - 1 18,f3f1
2r2rk1/ppqb1ppp/2n1p3/4P1B1/4Q1n1/3B1N2/PP3PPP/R2R2K1 b - - 2 17,g4e5
2kr3r/1pp2ppp/p1n1p3/8/2PPN3/4nN1q/PP2B3/R2Q1RK1 w - - 0 18,d1d3
